Title,Info,tel,Company1
Hôtel El Kenz,"10, rue Said Guendouz (face au parc d'at...",036 45 31 31 / 036 45 33 06 / 036 45 32 83 / 0550 07 40 28 / 0663 42 07 92,info@elkenzhotel.com
Hotel El Rabie,"4, Place de l'Indépendance (en face Ain...",036 45 31 11 / 036 45 31 14,hotelrabie@hotmail.com
Hotel El Mokhtar,"39, avenue 08 Mai 1945,Setif,Algérie,190...",036 45 30 20 / 036 45 30 21 / 0659 47 81 85,hotel_mokhtar@hotmail.com
El Rif Hôtel,"Route National n°5, rue du 1er Novembre...",036 76 30 30 / 036 76 31 31 / 036 76 32 32 / 036 76 33 33,info@hotelrif-dz.com
Hotel Reggani,"09, rue Abbane Ramdane,Setif,Algérie",036 84 62 23 / 036 84 64 48,hotel_reggani@hotmail.com
Hôtel SITIFIS,"Avenue Said Boukhrissa,Setif,Algérie",036 84 18 68 / 036 93 51 15,hotelsitifis@gmail.com
ZIDANE hotel,"Cité Mohammed Hamdi.Laararssa,Setif,Algé...",036 51 45 45 / 036 51 44 00 / 036 51 43 43,
TVA / Touring Voyages Algérie Est / Séti...,"10, rue du Fida,Setif,Algérie",036 66 55 63 / 036 66 56 62,tva-setif@touring-algeria.com
Tourisme et Voyage Barberouse,Cité Ouled Brahem (en face la maison SEA...,0550 75 73 78,babaarouje.dz@yahoo.fr
Tropic Tours,"02, rue Frantz Fanon,Setif,Algérie",036 82 88 04 / 036 82 88 88 / 0554 62 30 80 / 0661 35 01 38,tropic_tours19@yahoo.fr
Traiteur Le Raffiné,"Villa n°01.4, lotissement Mabrouk.Ouled...",0560 02 91 58,leraffine_traiteur@yahoo.fr
Vedis Automobiles,"Rte de la SNTR, section2, lot 31. Bordj...",021 21 22 31 / 0555 00 08 06 / 0550 92 50 85 / 0550 92 50 29,info@vedis-automobiles.com
Crown Travel et Tours,"9, coopérative El Amel . Joilie Vue. Kou...",0550 81 30 44 / 0541 61 80 88,crown_atv@hotmail.com
NAFTAL / Société nationale de Commercial...,Route des Dunes.Chéraga.Bp 73,021 38 12 18,contact@naftal.dz
CMT / Carrefour du Monde Toursistique,"61, Avenue Souidani Boudjemaa El Mouradi...",0699 60 91 54 / 0561 89 70 69 / 0659 31 67 33,cmtcarrefourdumonde@yahoo.fr
Al Rissala Club Travel Tours,"Route national n° 11, cap caxine, n° 44....",023 21 67 11 / 023 21 67 12,alrissalaclub@yahoo.fr
VIP Security Transport,"64, chemin Mackley .Ben Aknoun,Alger,Alg...",0770 33 99 10 / 0557 68 68 82,stsalger@hotmail.com
Sakhraoui Reda,"01, rue des quatre Chemins Bel Air.Bache...",0771 17 02 76,
COMARPEX,"Hai Cadat 02, n°34.Kouba,Alger,Algérie",,comarpex.sm@gmail.com
BABSM,"Rue Ahmed Terkouch.El Harrach,Alger,Algé...",,
Hamia Voyages,"06, Avenue Mohammed Fellah.Kouba,Alger,A...",023 78 64 17 / 0559 21 37 10 / 0549 96 20 39 / 0661 57 79 00,hamiavoyages@hotmail.com
Cosider Groupe,"Site Sider.07, chemin du Paradou.Hydra,Z...",023 53 42 56,groupe@cosider-groupe.dz
SORESTON,"11, rue Belakhdar.Staoueli,Alger,Algérie",,soreston@yahoo.fr
Auto Go,"02, rue Ramdane Boukhachba.El Madania,Al...",0770 94 63 33,Shuttle@autogo-dz.com
CALTAM Tours / Compagnie Algérienne de T...,"30, Rue Hassane Benaamane.Les Vergers.Bi...",021 44 77 17 / 021 54 13 13 / 0770 83 72 83 / 0660 82 53 12,caltamtours@gmail.com
Frigo Stock,"Cité Iderraken.Commune Timezirt,Bejaia,A...",034 26 11 32 / 034 26 33 96 / 0660 36 21 28,contact@frigostock.com
Amizour Tours,"Centre Ville Amizour,Bejaia,Algérie",034 82 44 90 / 0770 96 42 49 / 0560 95 80 07,contact@amizourtours.com
Béjaia Tours,05 Rue des Freres Bouaoudia Bejaia,0540 22 25 88 / 0792 62 39 23,bejaiatours@hotmail.com
Kabylie Voyage,"670, cité 368 logts, bt E2,Bejaia,Algéri...",034 16 01 79 / 0558 13 38 13,voyageskabylie@yahoo.fr
Key Tours,"Cité Metidji Faubourg de la Gare.Akbou,B...",034 35 87 41 / 0670 19 18 91,key_tours2007@yahoo.fr
ONAT / Office National Algérien du Touri...,"Rampe du port,Bejaia,Algérie,06000",034 16 83 16 / 0655 51 76 36 / 0555 01 59 48 / 0555 01 59 47 / 0555 01 59 49,onat_bja2003@yahoo.fr
Tazmalt Voyages et Tourisme,"Cité des 60 logts.Bt. 11, n°69.Tazmalt,B...",034 31 12 35 / 034 86 02 53 / 0665 11 12 51,l_benyahia@hotmail.fr
BCAT / Bejaia Catering,"15, chemin Rabah Ouaret,Bejaia,Algérie",0661 77 10 29 / 0555 01 55 80 / 0555 01 55 81,contact@bcatshipping.com
CRC / Cap Rent a Car,"Cité Djama, route de l'université,Bejaia...",034 12 42 60 / 0770 99 03 70 / 0770 99 03 71 / 0770 94 46 46,arazine@rocketmail.com
Corafa Amroune & Cie,"Rampe du port, bâtiment B23, appartement...",034 22 62 16 / 034 16 83 24 / 034 20 22 68,corafabejaia@yahoo.fr
Filtrans / International Transit Transpo...,"2, rue Ahmed Boumeda,Bejaia,Algérie,0600...",034 11 31 60 / 0660 83 87 76,bejaia@filtrans.net
GNT / Granit Négoce Transport,"Zone d'activité Taharacht.Akbou,Bejaia,A...",034 19 62 16 / 0770 92 20 07 / 0782 21 09 97,contact@groupe-chikhoune.com
Le Madala Hotel,"Rue Hassiba Ben Bouali,Bejaia,Algérie",034 10 03 02 / 034 10 03 11 / 0553 11 52 41 / 0555 20 49 48,hotelmadala@gmail.com
Les Balneaires Hôtel Club Alloui,"Tichy centre. Route Nationale, N°09,Beja...",034 81 65 17 / 034 81 65 15,contact@hotelcluballoui.com
Residence Chrea,"04, boulevard Krim Belkacem,Bejaia,Algér...",034 12 48 30 / 0560 97 40 09,hotel-chrea@hotmail.fr
Hôtel le Cristal,"Route de Sidi Ahmed,Bejaia,Algérie,06000",034 81 85 85 / 034 81 86 86 / 0660 57 07 90 / 0660 57 07 89,contact@hotelcristal-dz.com
Hôtel Royal / Bejaia,"Route de l'université, Lhassadene,Bejaia...",034 81 40 65 / 034 81 40 63,hotelroyal06@outlook.fr
Hôtel Syphax / Bejaia,"Route Nationale N°9, BP N°33. Tichy,Beja...",034 81 67 04 / 034 81 67 06 / 0779 64 28 43,hotelssyphaxtichy@yahoo.fr
Maersk Béjaia,"18, lotissement Bouali Sid Ahmed",034 17 53 24,bjacsi@maersk.com
Nolis Agency Services,"Résidence Nabila Djahnine B12,Bejaia,Alg...",,nas-bejaia@nolis-spa.com
Seascope Logistics et Transport,"Bt 5.Cité 107 Logts. N° 4 A. Naceria,Be...",,ho.aharfi@seascopelt.com
SOGEMCO / Société de Gestion Maritime &...,"boulevard de martyre mellali sidi ahmed,...",034 17 53 49,gembejaia@sogemco.com
Meditrans Transit / Imedjdouben Brahim,"10, rue Tiah Hocine.Alger centre,Alger,A...",021 71 28 98 / 0661 52 92 52,meditrans.dz@hotmail.com
KTP / Kadouche Transport de Personnel,"05, lot El Moudjahidine.Douéra,Alger,Al...",023 31 80 80 / 0660 79 20 00,contact@ktp-dz.com
Zemzem Tourisme et Voyages,"Avenue du 1er Novembre.Réghaia,Alger,Alg...",023 84 70 04 / 023 84 70 08 / 0770 54 19 65 / 0555 03 24 62,zemzemonline@gmail.com
Sis Sky and Iram Global Services,"09, hai Ben Chaaoua.Kheraicia.Bp 08,Alge...",0550 59 14 88,assiaoukaci@yahoo.com
Bentras Algerie,"01, rue Boualouane El Houari.Gambetta,Or...",041 73 50 54 / 0550 56 37 99 / 0770 97 16 36,amine.benchida@gmail.com
CARONLINE,"06, rue Ali Bettouche.Rostomia.Dely Ibra...",023 29 86 73 / 023 29 86 74 / 0661 53 96 49 / 0555 06 62 31,location@caronline-dz.com
MEDISTAR,"1, rue des Frères Oughlis.El Mouradia,Al...",021 44 71 05 / 021 69 68 60 / 021 44 70 95 / 0560 92 21 55 / 0770 97 15 86,itmec@yahoo.it
TRIMEX,"Route Aéroport Irara.Hassi Messaoud,Ouar...",029 73 04 77 / 029 73 04 76 / 029 73 02 77 / 0661 73 04 40,hassi@trimex-dz.com
Algeria Warehouse Company,Zone d'activité Souk Elil . Commune Khei...,0550 29 77 85,k.chakour@groupe-chakour.com
HYPROC / Hyproc Shipping Company,"Zhun Usto.Es Seddikia.Bp 7200,Oran,Algér...",041 82 15 15 / 041 82 16 16 / 0559 82 65 12,hyproc@hyproc.dz
Tassili Airlines,"DG:168, rue Hassiba Ben Bouali.Tour B.Al...",,direction.commerciale@tassiliairlines.com
EQUIP'HOTELS,"8, rue Djenane El Malik.Hydra,Alger,Algé...",023 48 21 28 / 0661 55 07 96 / 0661 92 90 95,equiphotelsdz@yahoo.fr
BMT / Béjaia Mediterranean Terminal,"Nouveau quai.Port de Béjaia.Bp 549 RP,Be...",0770 95 54 07 / 0982 40 19 50 / 0982 40 19 53 / 0982 40 19 52,info_bmt@bejaiamed.com
SALETP / Société Algérienne de Location...,160 CITE SAIDOUNE kouba,0550 80 05 87,saletp09@yahoo.fr
ENNA / Etablissement National de la Navi...,"1, avenue de l'Indépendance.Bp 383,Alger...",023 51 53 69 / 023 51 53 70 / 023 51 52 29,dgenna@enna.dz
SGSIA / Société de Gestion des Services...,"Aéroport d'Alger. Bp 295.Dar El Beida,Al...",021 50 91 91 / 021 50 91 00 / 021 20 70 96,
EGSA / Etablissement de Gestion de Servi...,Aéroport International Houari Boumediene...,021 50 91 91 / 021 50 91 00 / 021 50 92 19 / 021 50 92 32,
ETUSA / Entreprise de Transport Urbain e...,"21, rue Ahmed Ghermoul,Alger,Algérie",021 65 43 25 / 023 49 68 45 / 0555 02 65 94,contact@etusa.dz
SCS / Skikda Containers Services,"Zone de Dépôt Hamrouche Hamoudi.Bp 260,S...",038 93 11 02 / 038 93 11 03 / 038 93 11 04,scskikda@gmail.com
Trefle Tours,"Lot B.Ext n°2.Baba Hassen,Alger,Algérie,...",0559 26 32 46 / 0542 13 81 37,trefle.tours@hotmail.fr
Baka Voyages,Hai B.Extention 02.Lot n°58 (En face du...,023 35 10 04 / 0551 19 52 43 / 0667 59 36 95,bakavoyage@hotmail.com
On Time Travel,"73, bis chemin Mohamed Gacem.El Madania,...",0770 88 39 49 / 0559 43 24 73 / 0770 49 26 87,sales-service@on-timetravel.com
El Tahlia Multiservices,"Rn n°46.Ville d'El Hadjeb,Biskra,Algérie...",0795 66 19 61 / 0663 27 72 70,djemai_chergui@yahoo.fr
Abir Voyages,"Cité 100 logts .Bt K, N°06. Aissat Idir,...",023 36 32 41 / 0552 27 72 39,info@abirvoyages.com
3T VOYAGE / Thoriya Travel Tours,"1, Lotissement Alioua Fodil .Chéraga,Alg...",0560 03 55 23 / 0560 03 55 18,3tvoyage@gmail.com
Yousra Transit,"Bt 9 A, n°9.Cité 618 logts.Mohammadia,Al...",023 82 08 19 / 0661 67 12 99,eurlyousratransit@yahoo.fr
TRANSMEX,Route Nationale N°38. Bp n°61.Gué de Con...,021 83 90 58 / 021 83 90 52 / 021 83 90 53 / 021 83 90 56,sadat.mohamedamine@transmex.dz
Ifri Transit,"Résidence Rosalita, les 4 chemins,Bejaia...",0560 99 19 99,yacine@ifritransit.dz
Mama Gel,"81, Djenane Ben Omar,Alger,Algérie",023 71 37 03 / 0770 92 70 80 / 0770 94 10 80,
ALC Tours,"02, rue de savoie BP 254. Hydra,Alger,Al...",021 48 34 49 / 021 48 34 54 / 0555 20 48 40 / 0555 20 46 18 / 0557 18 01 92,contact@alctours.com
Anderson National Express,"Zone industrielle de Oued Smar.Bp 02 M,A...",021 51 36 99 / 021 51 33 44 / 021 51 47 27 / 021 51 36 99 / 0770 95 45 45 / 0555 95 45 45,contact@andersonlogistique.com
Agence de Tourisme et de Voyages Imene S...,CITE 5 JUILLET Bab Ezzouar,0772 19 67 83 / 0771 13 38 47,omra.imenesabrina@gmail.com
AICAL / Agence Industrielle Commerciale...,"1B, cité 5 juillet.carrefour Belhafaf.Ba...",023 83 52 28 / 0558 01 69 42 / 0776 10 88 50 / 0776 99 86 16,sarl_aical@yahoo.fr
El Innab Tourisme et Voyage,"59, boulevard Mohamed 5,Alger,Algérie",0550 83 51 22 / 0560 14 43 50,innab16@hotmail.fr
Al Nawat Investissement Algerie,"Villa n°223.Lot Allioua Fodil.Cheraga,Al...",023 36 68 62 / 023 36 68 64 / 0770 99 42 20 / 0660 44 03 17,reservation@panarabco.com
FILTRANS EPE SPA / International Transit...,"05, rue de Biskra Mohammadia Alger",0660 83 87 06 / 0660 83 87 07 / 0660 83 87 08,contact@filtrans.net / dsi@filtrans.net
Advantage Car Rental,43 Cité Ibn Rochd Cooperative. Point du...,041 82 62 27 / 0772 37 02 38 / 0550 90 27 45,nourid@hotmail.fr
Hôtel Kkadi (ex el Menzeh),"Rue 1er Novembre 1954,Mascara,Algérie",045 75 28 43 / 0553 56 37 79,hotelkadi@yahoo.fr
Hôtel El Hogar,"Rue de Mascara.Bouhanifia,Mascara,Algéri...",045 76 82 39,
TRANSELECT,"9,boulevard Zighout Youcef. Alger Centre...",0661 51 29 46,trans_elect@yahoo.fr
Hôtel Emir,"33, rue Tellaâ Ahcène (route de Dely bra...",021 34 23 49 / 021 34 23 30 / 021 34 23 31 / 0549 86 47 49,hotelemir@hotelemir.com.dz
Hôtel-Restaurant Turquoise,"Ain chrob ex. Surcouf Plage, N°26.Ain Ta...",021 86 85 77 / 0560 19 88 88,reservation@turquoise-hotel.com
Hôtel d'Hydra,Boulevard Ben Youcef Benkhedda (ex:Sidi...,021 54 89 42 / 021 54 89 43 / 021 54 89 44 / 0661 18 18 96,contact@hotelhydra.dz
La Côte Turquoise,"Rue du port de Tipaza,Tipaza,Algérie",024 37 07 32,hotelturquoise@yahoo.fr
Zaatcha Voyages,"55, coopérative le Logis.Ben Omar.Kouba,...",023 78 52 50 / 023 78 51 51 / 023 78 52 52 / 0770 35 23 17 / 0770 35 13 99 / 0770 35 14 87,zaatchavoyages@hotmail.fr
Fellaoucen Tours,"Cité 558/84 Bt 38, Loc 18 .Said Hamdine....",021 60 44 97 / 0561 70 09 88 / 0561 72 26 16 / 0662 75 29 02,fellaoucentours@hotmail.com
Privilège Tours,"Bt A, local n°03.Coopérative 19 mars.Cit...",023 88 43 83 / 0555 19 23 42,privilegetoursalg@gmail.com
Pâtisserie La Fleur de Lys,"115, lot Mohamed Saidoune.Kouba,Alger,Al...",021 46 13 09 / 0552 28 01 02 / 0667 82 61 99 / 0541 48 10 00,patisserielafleurdelys@hotmail.com
LE PARFAIT,"37,rue Mustapha Khalef.El Biar,Alger,Alg...",0556 31 56 07,
Maharaja Indian Restaurant,"Villa n°308, coopérative El Moustakbel.A...",023 30 92 04 / 0550 49 55 42,contact@maharaja-dz.com
THE MAGIC,"N° 92, coopérative El Nasr.Les Vergers.K...",0790 89 51 02 / 0770 32 05 40,lamines-sd@yahoo.fr
TRANS RAFA,Cité 163 logts.Bt 3C en face COCA COLA.R...,023 86 25 63 / 0555 02 63 65,transrafa@hotmail.fr
Restaurant -traiteur Le Royal Palm,"104, lotissement Aissat Idir.Chéraga,Alg...",0560 43 43 11 / 0774 62 97 97,royal.palm@hotmail.fr
Restaurant L'ésplanade,"16,rue Hassen Achour.Bab El Oued,Alger,A...",,bmv2010@live.fr
Palais des Fêtes la Princesse,720 logts.Ain Naadja(à700m du lycée).Gué...,023 57 75 29 / 0661 52 01 48,csm2002dz@yahoo.fr
Watanya Travel Services,"Bt A1,cité 1200 logts.Bab Ezzouar,Alger,...",023 88 46 14 / 023 88 46 15 / 0560 97 72 15 / 0560 97 72 16 / 0560 97 70 36,watanyatravel@gmail.com
Saphir Tours,Centre des arts niveau 108.Riad El Feth....,021 67 85 04 / 021 67 85 05 / 0668 70 36 21 / 0560 20 85 02 / 0558 23 77 43 / 021 48 36 48 / 0560 20,contact@saphirtours.com
Red tours,"89 rue Emir Khaled, plateau Bologhine,Al...",021 95 10 38 / 0790 55 80 20,redtoursvoyage@gmail.com
XL Travel,"04, route de Dely Brahim.Chéraga,Alger,A...",021 34 16 16 / 0770 50 02 00 / 0560 07 17 04,devis@xltravelin.com
Istiraha Voyages,"Centre Commerial Lido 3 ème étage,local...",023 80 40 35 / 0541 30 99 49,istirahavoyages@yahoo.fr
All Ways Travel,"212, Bois Des Cars 2.Dely Brahim,Alger,A...",023 30 84 07 / 023 30 84 09 / 023 30 84 10 / 023 30 84 11 / 0561 68 78 76,info@allwaystravel-dz.com
Zyriab Voyages,"Chemin Sidi yahia Pav 585.Hydra,Alger,Al...",023 54 42 78 / 0770 70 82 09,info@zyriab-voyages.com
AMS / Algerian Maritime Service / Bejaia,"04, rue Youcef Bouchebah,Bejaia,Algérie",034 17 40 22 / 034 17 44 15,amsbejaia@ams.dz
AMS / Algerian Maritime Service / Skikda...,Immeuble des ponts et chaussées.Cité des...,038 76 27 62 / 038 76 25 09,amsskikda@ams.dz
"AMS / Algerian Maritime Service / oran,...","24, boulevard de l'ALN,Oran,Algérie",041 33 77 50 / 041 33 77 65,amsoran@ams.dz
AMS / Algerian Maritime Service / Djen D...,"35, rue Larbi Ben M'hidi,Jijel,Algérie",034 47 56 65,amsjijel@ams.dz
Oasis Hôtel,"32, rue Mouloud Belhouchet.Hussein Dey,A...",021 77 04 04 / 021 77 05 05 / 021 77 06 06 / 0780 52 63 62,direction@oasishotel-dz.com
ACCOR HOTELS ALGERIE,Immeuble cma-cbm.Quartier d'affaire Bab...,023 92 43 01 / 023 92 43 02 / 023 92 43 37 / 0770 95 09 50,morad.kobzili@accor.com
Nedjma Voyages,"03, cité coopérative El Fedjr.Salamandre...",045 42 23 61 / 0697 11 82 34,contact@nedjma-voyages.com
Hôtel Renaissance Tlemcen,"Plateau Lalla Setti,Tlemcen,Algérie",043 40 11 11 / 0561 60 09 11,narimen.morsi@accor.com
CTM / Complexe Touristique M'hiddine Ter...,"Terga.Bp34,Ain Temouchent,Algérie",043 78 54 24 / 0771 73 34 99 / 0555 01 19 50 / 0661 24 64 72,mail@ctm-terga.com
Hôtel Eden Airport ***,"Route Nationale de l'Aéroport,Oran,Algér...",,reservation@edenairport.com
Complexe Touristique Sabri ****,"Plage Refis Zahroune, route du cap du ga...",0561 62 64 23,reservations@hotel-sabri.com
Ruisseau des Singes,"Rn n°01.Chiffa,Blida,Algérie",0774 93 96 29 / 0555 79 84 21 / 0559 72 39 51,
Groupe Hôtelier Arc en Ciel,"Route nationale n°20.El Kheroub,Constant...",031 79 71 52 / 031 79 71 53 / 0661 30 71 04,ramdanifarouk12@yahoo.fr
Hôtel Ksar Massine,"Timimoun,Adrar,Algérie",049 30 27 01,info@hotelksarmassine.com
Hôtel Belvédère,"El Moustadjeb Bouhraoua, Bp 147,Ghardaia...",029 23 99 66 / 029 23 99 68 / 0555 04 38 32,belvedere.dz@gmail.com
Hôtel des Deux Tours,"Beni Isguen.Bp 60,Ghardaia,Algérie",0799 53 98 09,bayardsaid@yahoo.fr
Mazaya Tours,"Lot D 58 .El Achour,Alger,Algérie",021 33 30 49 / 0560 05 53 30 / 0560 05 53 31 / 0560 05 53 32,mazaya-tours@hotmail.com
Frères Boulefkhad,"UV 7, lot n°17 18 nouvelle ville Ali Men...",031 67 73 73 / 0661 30 08 46 / 0770 27 36 77,boulefkhad2003@yahoo.fr
Saada Auto,"26, rue des Frères Djillali.Bir Khadem,A...",0559 15 84 40,ets.saadaauto@yahoo.fr
Tiny Tours,"Sidi Abbaz.Bp 23,Ghardaia,Algérie,47132",029 25 61 61 / 0771 11 61 86 / 0561 43 75 69,tinytours28@gmail.com
Hôtel Lalla Khedidja,"1, rue des frères Haouchine,Tizi Ouzou,A...",026 20 19 33 / 026 20 22 30 / 026 20 22 31 / 0795 22 65 77,hotellallakhedidja@yahoo.com
Hôtel Siga,"Plage du Puit.Beni Saf,Ain Temouchent,Al...",043 74 44 15 / 043 74 44 16 / 0558 50 98 52,
Hôtel Madrid,"N°15, plage Madrid.Beni Saf,Ain Temouche...",0770 73 40 20 / 0550 27 11 56,
Hôtel Enasr,"63 BOULEVARD LARBI BEN MHIDI,Ain Temouch...",043 73 90 23 / 0775 20 58 26,mamraoui.52@gmail.com
Temouchent Voyages,"12, rue Didouche Mourad,Ain Temouchent,A...",043 78 55 12 / 0661 22 71 58,temvoyages@yahoo.fr
Gharb Tours,"19, rue Madani Kadri,Ain Temouchent,Algé...",043 79 66 86 / 0698 62 86 13,sarlgharbtours@hotmail.com
Oualhaça Voyages,"16, rue de la Gare.Plage des Puits.Beni...",043 74 45 42 / 043 74 45 28 / 0773 58 69 40 / 0661 28 98 35,contact@oulhacavoyages.com
Wassila Voyages,"15, rue des Frères Benfissa,Ain Temouche...",,
Mont Voyages,"Bt D, n°02.Cité du stade.Boufarik",025 47 19 31,contact@montvoyages.com
Murustaga Hôtel,"Les Sablettes, Mostaganem",,murustaga-hotel@yahoo.fr
Complexe Touristique Bois Petrifie,"Tahagart.Bp 402,Tamanrasset,Algérie",029 30 05 68 / 029 30 05 88 / 0661 64 90 64 / 0770 52 05 81,bois_petrifie@hotmail.com
Transit New Peace,"Cite du Lycée, bt 182. Rouiba, rp,Alger,...",021 85 65 47 / 0555 04 12 65,transitgaloul215@hotmail.com
Hôtel El Mekther,"Ain Sefra,Naama,Algérie",049 76 14 17 / 049 76 17 71 / 0559 40 75 42,mekhterhotel@yahoo.fr
Le Bracelet d'Argent,"Beni Yenni,Tizi Ouzou,Algérie",026 33 38 80 / 026 33 39 60,aubergebraceletdargent@yahoo.fr
Hôtel Afak Istikbal,cite sidi mouffok rue abou djihad et zao...,0671 63 65 28,
Rezzag Hebla Tours,"El Qods Messaaba.Bp n°08,El Oued,Algérie...",032 14 80 89 / 0560 15 55 57 / 0550 96 39 03,contact@hebla-tours.com
Happy Tours and Events,"11, rue Turki Kaddour.Chéraga,Alger,Algé...",023 35 80 16 / 0560 26 63 93 / 0560 13 10 13 / 0770 68 03 59 / 0781 22 08 16,info@happytours.dz
Gouraya Tours,"14, rue Salah Arroul, quartier des Fonta...",0560 08 63 97 / 0556 63 25 04 / 0661 63 15 79,gourayatourisme@gmail.com
Aghlen Paradise,"Centre commercial Taghaoussa,Ghardaia,Al...",029 28 55 06 / 0773 24 93 80 / 0660 45 54 15 / 0661 64 50 81,residence.aghlenparadise@yahoo.com
Ennaouresse El Hor,"Lotissement n° 452.Baraki,Alger,Algérie",0556 03 42 41 / 0661 41 63 01 / 0550 32 59 39,ennaouresse_travel@yahoo.fr
Idjaza Travel,"Bt T3, n°5.Cité des 156 logts, rue Berki...",021 51 22 47 / 0550 60 24 27 / 0661 77 85 65 / 0550 98 32 93 / 0558 57 98 48,contact@idjazatravel.com
MV / Millésime Voyages,"N°01 Rue Djaadi Ahmed. Ouled Fayet,Alger...",023 28 05 54 / 0553 70 06 10 / 0556 19 90 17 / 0552 17 27 11,contact@millesimevoyagesdz.com
S To S Travel,"Coopérative immobilière, cité Mutchacho,...",023 23 01 95 / 023 23 01 68 / 0550 48 65 67 / 0561 67 26 88 / 0560 20 65 17,reservation@s2stravel-algerie.com
Transit Slimani International,"Cité 2038, lgts Bt n°26.Bab Ezzouar,Alge...",021 20 78 22 / 021 20 78 20 / 0560 08 28 65 / 0560 08 28 60,tsi.slimani@yahoo.fr
Hôtel Vizir,"60, avenue d'Arcole.Bouguerra Khelifa .G...",041 82 32 46,visir_oran@hotmail.fr
Hôtel Bel Air / Oran,"12, rue de l'Escalone,Oran,Algérie",041 84 89 26 / 0793 96 76 38,hotelbelair@hotmail.com
HERTZ / Car Online,"28 RUE AHMED OUAKED BT 4 Dely Ibrahim,Al...",023 21 36 43 / 023 21 36 44 / 0555 06 62 31,mail@caronline-dz.com
EGSA Oran / Etablissement de Gestion de...,Rond point de l'aéroport d’Oran.Ahmed Be...,041 59 10 56 / 041 59 10 57 / 0560 00 53 21,cellule.informatique@egsaoran.com
Ambulance Services Salam,"9, rue Gunboura Lahouari.Plateaux,Oran,A...",041 40 46 85 / 041 41 16 00 / 0661 31 73 15 / 0550 12 06 06,ambulancesalam@hotmail.fr
AMENFORT,"Cité Touares2, local n°2. Draâ Ben Khedd...",024 49 00 45 / 0551 37 77 80 / 0550 77 09 35 / 0662 74 02 86 / 0555 31 37 47,contact@amenfort.com
Hôtel Cap Carbon,"Cite Sidi Bouali, route des Aiguades.Cap...",034 18 64 12 / 034 18 64 13 / 0561 65 56 66,
Colmar Travel Service,"09, Rue de la Paix.El M'naouer,Oran,Algé...",041 29 30 99 / 041 29 32 12 / 0771 76 81 51,agencecolmar31@gmail.com
ONAT / Office National Algérien du Touri...,"6, boulevard Emir Abdelkader,Oran,Algéri...",041 36 13 94 / 0655 51 77 18 / 0655 51 73 66,onatoran@yahoo.fr
Chohra Tours,"01, rue Ouaisse Kaddour,Saida,Algérie",048 51 79 98 / 0770 87 69 38 / 0661 23 61 40 / 0555 11 51 30 / 0550 91 95 95 / 0560 72 68 04,chohraabdou@yahoo.fr
COME BACK TOURS,"26, Rue Tinazet Tahar Plateau,Oran,Algér...",041 41 54 86 / 0558 26 86 90 / 0770 62 40 99,combacktours@yahoo.fr
EGT EST / Entreprise de Gestion Touristi...,"31 et 33, avenue Abbane Ramdane,Constant...",031 91 27 20 / 031 91 27 21 / 031 91 27 22,contact@egtest-dz.com
EGT Tamanrasset / Entreprise de Gestion...,"Boulevard Emir Abdelkader. Bp 163,Tamanr...",029 31 24 75 / 029 31 24 95,tahat_hotel@yahoo.fr
EGT Annaba / Entreprise de Gestion Touri...,"07, rue Biskri Ali,Annaba,Algérie,23000",038 58 74 60 / 038 58 77 21 / 0550 57 96 65,contact@egtannaba-dz.com
EGT Centre / Entreprise de Gestion Touri...,"170, Rue Hassiba Ben Bouali .El Hamma,Al...",021 67 03 05 / 021 67 03 07 / 021 67 03 08 / 021 67 03 28,contact@egtcentre.dz
EGT Tlemcen / Entreprise de Gestion Tour...,"Boulevard Pasteur, Bloc Administration,...",043 41 66 47 / 043 21 78 14 / 043 21 78 13 / 043 21 78 15,contact@egtt-dz.com
